-3.746000e-01	4.834214e-14	7.894871e+02	3.000000e+02	1.932164e+21
-3.730424e-01	7.974617e+00	7.894468e+02	3.000000e+02	2.049667e+21
-3.714848e-01	1.594923e+01	7.893259e+02	3.000000e+02	2.172204e+21
-3.699273e-01	2.392385e+01	7.891245e+02	3.000000e+02	2.299902e+21
-3.683697e-01	3.189847e+01	7.888424e+02	3.000000e+02	2.432887e+21
-3.668121e-01	3.987308e+01	7.884795e+02	3.000000e+02	2.571285e+21
-3.652545e-01	4.784770e+01	7.880358e+02	3.000000e+02	2.715225e+21
-3.636970e-01	5.582232e+01	7.875111e+02	3.000000e+02	2.864835e+21
-3.621394e-01	6.379693e+01	7.869052e+02	3.000000e+02	3.020245e+21
-3.605818e-01	7.177155e+01	7.862179e+02	3.000000e+02	3.181584e+21
-3.590242e-01	7.974617e+01	7.854491e+02	3.000000e+02	3.348984e+21
-3.574667e-01	8.772078e+01	7.845985e+02	3.000000e+02	3.522577e+21
-3.559091e-01	9.569540e+01	7.836659e+02	3.000000e+02	3.702494e+21
-3.543515e-01	1.036700e+02	7.826508e+02	3.000000e+02	3.888869e+21
-3.527939e-01	1.116446e+02	7.815531e+02	3.000000e+02	4.081834e+21
-3.512364e-01	1.196193e+02	7.803724e+02	3.000000e+02	4.281525e+21
-3.496788e-01	1.275939e+02	7.791082e+02	3.000000e+02	4.488077e+21
-3.481212e-01	1.355685e+02	7.777602e+02	3.000000e+02	4.701624e+21
-3.465636e-01	1.435431e+02	7.763280e+02	3.000000e+02	4.922304e+21
-3.450061e-01	1.515177e+02	7.748111e+02	3.000000e+02	5.150252e+21
-3.434485e-01	1.594923e+02	7.732089e+02	3.000000e+02	5.385607e+21
-3.418909e-01	1.674670e+02	7.715210e+02	3.000000e+02	5.628506e+21
-3.403333e-01	1.754416e+02	7.697468e+02	3.000000e+02	5.879089e+21
-3.387758e-01	1.834162e+02	7.678856e+02	3.000000e+02	6.137493e+21
-3.372182e-01	1.913908e+02	7.659369e+02	3.000000e+02	6.403860e+21
-3.356606e-01	1.993654e+02	7.639000e+02	3.000000e+02	6.678329e+21
-3.341030e-01	2.073400e+02	7.617742e+02	3.000000e+02	6.961041e+21
-3.325455e-01	2.153147e+02	7.595587e+02	3.000000e+02	7.252138e+21
-3.309879e-01	2.232893e+02	7.572527e+02	3.000000e+02	7.551761e+21
-3.294303e-01	2.312639e+02	7.548555e+02	3.000000e+02	7.860054e+21
-3.278727e-01	2.392385e+02	7.523661e+02	3.000000e+02	8.177159e+21
-3.263152e-01	2.472131e+02	7.497836e+02	3.000000e+02	8.503220e+21
-3.247576e-01	2.551877e+02	7.471071e+02	3.000000e+02	8.838380e+21
-3.232000e-01	2.631624e+02	7.443355e+02	3.000000e+02	9.182785e+21
-3.216424e-01	2.711370e+02	7.414678e+02	3.000000e+02	9.536580e+21
-3.200848e-01	2.791116e+02	7.385029e+02	3.000000e+02	9.899909e+21
-3.185273e-01	2.870862e+02	7.354395e+02	3.000000e+02	1.027292e+22
-3.169697e-01	2.950608e+02	7.322765e+02	3.000000e+02	1.065576e+22
-3.154121e-01	3.030354e+02	7.290126e+02	3.000000e+02	1.104857e+22
-3.138545e-01	3.110101e+02	7.256463e+02	3.000000e+02	1.145150e+22
-3.122970e-01	3.189847e+02	7.221763e+02	3.000000e+02	1.186471e+22
-3.107394e-01	3.269593e+02	7.186010e+02	3.000000e+02	1.228833e+22
-3.091818e-01	3.349339e+02	7.149189e+02	3.000000e+02	1.272252e+22
-3.076242e-01	3.429085e+02	7.111284e+02	3.000000e+02	1.316742e+22
-3.060667e-01	3.508831e+02	7.072276e+02	3.000000e+02	1.362319e+22
-3.045091e-01	3.588578e+02	7.032147e+02	3.000000e+02	1.408998e+22
-3.029515e-01	3.668324e+02	6.990879e+02	3.000000e+02	1.456793e+22
-3.013939e-01	3.748070e+02	6.948450e+02	3.000000e+02	1.505720e+22
-2.998364e-01	3.827816e+02	6.904839e+02	3.000000e+02	1.555794e+22
-2.982788e-01	3.907562e+02	6.860025e+02	3.000000e+02	1.607030e+22
-2.967212e-01	3.987308e+02	6.813982e+02	3.000000e+02	1.659443e+22
-2.951636e-01	4.067055e+02	6.766687e+02	3.000000e+02	1.713049e+22
-2.936061e-01	4.146801e+02	6.718112e+02	3.000000e+02	1.767862e+22
-2.920485e-01	4.226547e+02	6.668229e+02	3.000000e+02	1.823899e+22
-2.904909e-01	4.306293e+02	6.617010e+02	3.000000e+02	1.881174e+22
-2.889333e-01	4.386039e+02	6.564422e+02	3.000000e+02	1.939702e+22
-2.873758e-01	4.465785e+02	6.510433e+02	3.000000e+02	1.999500e+22
-2.858182e-01	4.545532e+02	6.455008e+02	3.000000e+02	2.060583e+22
-2.842606e-01	4.625278e+02	6.398108e+02	3.000000e+02	2.122967e+22
-2.827030e-01	4.705024e+02	6.339695e+02	3.000000e+02	2.186666e+22
-2.811455e-01	4.784770e+02	6.279726e+02	3.000000e+02	2.251696e+22
-2.795879e-01	4.864516e+02	6.218156e+02	3.000000e+02	2.318074e+22
-2.780303e-01	4.944262e+02	6.154937e+02	3.000000e+02	2.385815e+22
-2.764727e-01	5.024009e+02	6.090018e+02	3.000000e+02	2.454933e+22
-2.749152e-01	5.103755e+02	6.023344e+02	3.000000e+02	2.525446e+22
-2.733576e-01	5.183501e+02	5.954855e+02	3.000000e+02	2.597369e+22
-2.718000e-01	5.263247e+02	5.884489e+02	3.000000e+02	2.670718e+22
-2.702424e-01	5.342993e+02	5.812177e+02	3.000000e+02	2.745508e+22
-2.686848e-01	5.422739e+02	5.737846e+02	3.000000e+02	2.821756e+22
-2.671273e-01	5.502486e+02	5.661416e+02	3.000000e+02	2.899477e+22
-2.655697e-01	5.582232e+02	5.582801e+02	3.000000e+02	2.978687e+22
-2.640121e-01	5.661978e+02	5.501908e+02	3.000000e+02	3.059403e+22
-2.624545e-01	5.741724e+02	5.418633e+02	3.000000e+02	3.141639e+22
-2.608970e-01	5.821470e+02	5.332867e+02	3.000000e+02	3.225413e+22
-2.593394e-01	5.901216e+02	5.244485e+02	3.000000e+02	3.310740e+22
-2.577818e-01	5.980963e+02	5.153355e+02	3.000000e+02	3.397637e+22
-2.562242e-01	6.060709e+02	5.059327e+02	3.000000e+02	3.486118e+22
-2.546667e-01	6.140455e+02	4.962237e+02	3.000000e+02	3.576202e+22
-2.531091e-01	6.220201e+02	4.861901e+02	3.000000e+02	3.667903e+22
-2.515515e-01	6.299947e+02	4.758114e+02	3.000000e+02	3.761238e+22
-2.499939e-01	6.379693e+02	4.650644e+02	3.000000e+02	3.856224e+22
-2.484364e-01	6.459440e+02	4.539231e+02	3.000000e+02	3.952875e+22
-2.468788e-01	6.539186e+02	4.423577e+02	3.000000e+02	4.051210e+22
-2.453212e-01	6.618932e+02	4.303338e+02	3.000000e+02	4.151244e+22
-2.437636e-01	6.698678e+02	4.178121e+02	3.000000e+02	4.252993e+22
-2.422061e-01	6.778424e+02	4.047462e+02	3.000000e+02	4.356473e+22
-2.406485e-01	6.858170e+02	3.910816e+02	3.000000e+02	4.461702e+22
-2.390909e-01	6.937917e+02	3.767532e+02	3.000000e+02	4.568696e+22
-2.375333e-01	7.017663e+02	3.616821e+02	3.000000e+02	4.677470e+22
