-3.746000e-01	4.834214e-14	7.894871e+02	3.000000e+02	2.033857e+19
-3.730424e-01	7.974617e+00	7.894468e+02	3.000000e+02	2.157544e+19
-3.714848e-01	1.594923e+01	7.893259e+02	3.000000e+02	2.286531e+19
-3.699273e-01	2.392385e+01	7.891245e+02	3.000000e+02	2.420950e+19
-3.683697e-01	3.189847e+01	7.888424e+02	3.000000e+02	2.560933e+19
-3.668121e-01	3.987308e+01	7.884795e+02	3.000000e+02	2.706616e+19
-3.652545e-01	4.784770e+01	7.880358e+02	3.000000e+02	2.858131e+19
-3.636970e-01	5.582232e+01	7.875111e+02	3.000000e+02	3.015616e+19
-3.621394e-01	6.379693e+01	7.869052e+02	3.000000e+02	3.179205e+19
-3.605818e-01	7.177155e+01	7.862179e+02	3.000000e+02	3.349036e+19
-3.590242e-01	7.974617e+01	7.854491e+02	3.000000e+02	3.525247e+19
-3.574667e-01	8.772078e+01	7.845985e+02	3.000000e+02	3.707976e+19
-3.559091e-01	9.569540e+01	7.836659e+02	3.000000e+02	3.897362e+19
-3.543515e-01	1.036700e+02	7.826508e+02	3.000000e+02	4.093546e+19
-3.527939e-01	1.116446e+02	7.815531e+02	3.000000e+02	4.296668e+19
-3.512364e-01	1.196193e+02	7.803724e+02	3.000000e+02	4.506869e+19
-3.496788e-01	1.275939e+02	7.791082e+02	3.000000e+02	4.724291e+19
-3.481212e-01	1.355685e+02	7.777602e+02	3.000000e+02	4.949078e+19
-3.465636e-01	1.435431e+02	7.763280e+02	3.000000e+02	5.181372e+19
-3.450061e-01	1.515177e+02	7.748111e+02	3.000000e+02	5.421318e+19
-3.434485e-01	1.594923e+02	7.732089e+02	3.000000e+02	5.669060e+19
-3.418909e-01	1.674670e+02	7.715210e+02	3.000000e+02	5.924743e+19
-3.403333e-01	1.754416e+02	7.697468e+02	3.000000e+02	6.188514e+19
-3.387758e-01	1.834162e+02	7.678856e+02	3.000000e+02	6.460519e+19
-3.372182e-01	1.913908e+02	7.659369e+02	3.000000e+02	6.740905e+19
-3.356606e-01	1.993654e+02	7.639000e+02	3.000000e+02	7.029820e+19
-3.341030e-01	2.073400e+02	7.617742e+02	3.000000e+02	7.327411e+19
-3.325455e-01	2.153147e+02	7.595587e+02	3.000000e+02	7.633829e+19
-3.309879e-01	2.232893e+02	7.572527e+02	3.000000e+02	7.949222e+19
